,Average Fitness,Best Individual,Fitness Best,Fitness Worst
1473,1185.0,[1 1 1 ... 1 1 1],1185,1185
1474,1185.0,[1 1 1 ... 1 1 1],1185,1185
1475,1185.0,[1 1 1 ... 1 1 1],1185,1185
1476,1185.0,[1 1 1 ... 1 1 1],1185,1185
1477,1185.0,[1 1 1 ... 1 1 1],1185,1185
1478,1185.0,[1 1 1 ... 1 1 1],1185,1185
1479,1185.0,[1 1 1 ... 1 1 1],1185,1185
1480,1185.0,[1 1 1 ... 1 1 1],1185,1185
1481,1185.0,[1 1 1 ... 1 1 1],1185,1185
1482,1185.0,[1 1 1 ... 1 1 1],1185,1185
1483,1185.0,[1 1 1 ... 1 1 1],1185,1185
1484,1185.0,[1 1 1 ... 1 1 1],1185,1185
1485,1185.0,[1 1 1 ... 1 1 1],1185,1185
1486,1185.0,[1 1 1 ... 1 1 1],1185,1185
1487,1185.0,[1 1 1 ... 1 1 1],1185,1185
1488,1185.0,[1 1 1 ... 1 1 1],1185,1185
1489,1185.0,[1 1 1 ... 1 1 1],1185,1185
1490,1185.0,[1 1 1 ... 1 1 1],1185,1185
1491,1185.0,[1 1 1 ... 1 1 1],1185,1185
1492,1185.0,[1 1 1 ... 1 1 1],1185,1185
1493,1185.0,[1 1 1 ... 1 1 1],1185,1185
1494,1185.0,[1 1 1 ... 1 1 1],1185,1185
1495,1185.0,[1 1 1 ... 1 1 1],1185,1185
1496,1185.0,[1 1 1 ... 1 1 1],1185,1185
1497,1185.0,[1 1 1 ... 1 1 1],1185,1185
1498,1185.0,[1 1 1 ... 1 1 1],1185,1185
1499,1185.0,[1 1 1 ... 1 1 1],1185,1185
1500,1185.0,[1 1 1 ... 1 1 1],1185,1185
1501,1185.0,[1 1 1 ... 1 1 1],1185,1185
