mu,nu,psi,H,Combination
0.0,0.25,0.85,0.3884580606587497,Susceptible-Highly Susceptible
0.0,0.25,0.9,0.22056283967755455,Immune-Susceptible
0.0,0.25,0.9,0.3847573632566556,Immune-Highly Susceptible
0.0,0.25,0.9,0.4085357059534826,Susceptible-Highly Susceptible
0.0,0.25,0.95,0.2286874973774797,Immune-Susceptible
0.0,0.25,0.95,0.4322299112564179,Immune-Highly Susceptible
0.0,0.25,0.95,0.39108514429195007,Susceptible-Highly Susceptible
0.0,0.25,1.0,0.05409087082185938,Immune-Susceptible
0.0,0.25,1.0,0.07129424747727987,Immune-Highly Susceptible
0.0,0.25,1.0,0.05907942647835612,Susceptible-Highly Susceptible
0.0,0.3,0.0,0.12921699823377142,Immune-Susceptible
0.0,0.3,0.0,0.2669011914834037,Immune-Highly Susceptible
0.0,0.3,0.0,0.26365213396419906,Susceptible-Highly Susceptible
0.0,0.3,0.05,0.12988753237063722,Immune-Susceptible
0.0,0.3,0.05,0.23868644320600002,Immune-Highly Susceptible
0.0,0.3,0.05,0.25056328837407277,Susceptible-Highly Susceptible
0.0,0.3,0.1,0.12628533854507323,Immune-Susceptible
0.0,0.3,0.1,0.25779647198235844,Immune-Highly Susceptible
0.0,0.3,0.1,0.26117151685053097,Susceptible-Highly Susceptible
0.0,0.3,0.15,0.11630071765080384,Immune-Susceptible
0.0,0.3,0.15,0.28136339845307695,Immune-Highly Susceptible
0.0,0.3,0.15,0.2867445468797887,Susceptible-Highly Susceptible
0.0,0.3,0.2,0.11810919214213476,Immune-Susceptible
0.0,0.3,0.2,0.2696425129789696,Immune-Highly Susceptible
0.0,0.3,0.2,0.268605457706078,Susceptible-Highly Susceptible
0.0,0.3,0.25,0.11953056666475603,Immune-Susceptible
0.0,0.3,0.25,0.2772514986291073,Immune-Highly Susceptible
0.0,0.3,0.25,0.27859864432920467,Susceptible-Highly Susceptible
0.0,0.3,0.3,0.13313367282538352,Immune-Susceptible
0.0,0.3,0.3,0.26100879815152295,Immune-Highly Susceptible
0.0,0.3,0.3,0.26453224223116634,Susceptible-Highly Susceptible
0.0,0.3,0.35,0.13354372708865647,Immune-Susceptible
0.0,0.3,0.35,0.2887472109773009,Immune-Highly Susceptible
0.0,0.3,0.35,0.3042657724309998,Susceptible-Highly Susceptible
0.0,0.3,0.4,0.12574332424389398,Immune-Susceptible
0.0,0.3,0.4,0.27093518774555203,Immune-Highly Susceptible
0.0,0.3,0.4,0.2720816251577578,Susceptible-Highly Susceptible
0.0,0.3,0.45,0.14462378392787825,Immune-Susceptible
0.0,0.3,0.45,0.29798798002612226,Immune-Highly Susceptible
0.0,0.3,0.45,0.2945845227526263,Susceptible-Highly Susceptible
0.0,0.3,0.5,0.13189445103421427,Immune-Susceptible
0.0,0.3,0.5,0.3006963903633156,Immune-Highly Susceptible
0.0,0.3,0.5,0.30889104508062587,Susceptible-Highly Susceptible
0.0,0.3,0.55,0.13664654270632515,Immune-Susceptible
0.0,0.3,0.55,0.33063795270192126,Immune-Highly Susceptible
